batch_id,batch_date,shift,product_type,product_category,supplier_id,quantity_produced_kg,storage_temperature_celsius,humidity_percent,co2_concentration_ppm,light_exposure_lux,storage_duration_hours,cold_chain_maintained,storage_zone,processing_duration_hours,processing_delay_hours,processing_stages_completed,equipment_used,demand_forecast_kg,inventory_level_kg,delivery_time_days,transport_cost_per_ton_inr,supplier_reliability_score,supply_chain_disruption,extreme_weather_event,order_fulfillment_status,quality_score_percent,composite_risk_score,actual_wastage_kg,wastage_percent,wastage_cost_inr,spoilage_class,wastage_risk_category,recommended_corrective_action
BATCH-00086,2022-09-04,Night,Leafy Greens,Vegetables,SUP-017,636.5,9.66,78.18,,381.3,58.7,No,Zone-C,6.85,0.19,1,Conveyor-B,2051.26,759.57,6.88,4712.59,,0,0,Partial,,1,115.14,18.09,1727.1,Bad,High,Restore Cold Chain Immediately
BATCH-00087,2022-12-05,Afternoon,Orange,Fruits,SUP-013,253.81,,64.24,1203.8,67.9,24.7,Yes,Zone-B,5.75,1.93,1,Sorter-X,2889.7,2565.32,9.71,2766.88,91.91,0,0,Fulfilled,80.35,2,24.8,9.77,868.0,Good,Low,Monitor & Maintain
BATCH-00088,2021-09-23,Morning,Tomato,Vegetables,SUP-002,1765.57,17.69,50.6,918.1,439.1,41.4,No,Zone-D,8.29,1.63,4,Washer-1,4701.43,1340.77,9.05,5649.68,74.64,0,0,Partial,80.72,2,281.78,15.96,7044.5,Bad,Medium,Restore Cold Chain Immediately
BATCH-00089,2022-09-19,Night,Leafy Greens,Vegetables,SUP-013,1484.85,,68.86,,477.7,35.5,No,Zone-C,6.51,6.14,3,Washer-1,874.35,1875.19,5.88,4652.82,96.96,0,0,Fulfilled,69.65,3,288.36,19.42,4325.4,Bad,High,Restore Cold Chain Immediately
BATCH-00090,2022-06-08,Afternoon,Orange,Fruits,SUP-019,672.78,8.0,62.17,1385.7,0.6,67.9,No,Zone-D,6.86,0.35,2,Washer-1,989.65,1880.42,8.04,2518.74,73.08,0,0,Fulfilled,72.14,0,111.14,16.52,3889.9,Bad,Medium,Restore Cold Chain Immediately
BATCH-00091,2023-01-27,Night,Orange,Fruits,SUP-003,1238.81,8.09,51.21,,421.4,59.1,Yes,Zone-B,2.91,2.14,4,Washer-1,4973.84,1860.26,3.95,2050.7,96.31,0,0,Partial,74.41,0,136.64,11.03,4782.4,Good,Medium,Monitor & Maintain
BATCH-00092,2021-10-14,Night,Tomato,Vegetables,SUP-010,482.4,5.54,89.18,989.6,253.1,3.9,Yes,Zone-B,8.26,1.29,2,Conveyor-B,4871.26,1722.02,6.06,2455.7,61.98,0,0,Cancelled,71.53,2,18.57,3.85,464.25,Good,Low,Monitor & Maintain
BATCH-00093,2021-11-21,Night,Pineapple,Fruits,SUP-002,1791.45,17.49,61.64,1338.7,230.7,20.6,Yes,Zone-B,6.68,0.95,3,Conveyor-B,3972.66,2485.61,4.33,2453.79,80.82,1,0,Delayed,88.47,0,204.4,11.41,9198.0,Good,Medium,Reduce Storage Temperature
BATCH-00094,2022-07-28,Morning,Onion,Root Vegetables,SUP-013,318.32,4.64,73.16,,119.3,46.9,Yes,Zone-D,8.52,3.17,4,Packer-Z,2678.85,2456.59,3.7,3477.66,99.72,0,0,Fulfilled,61.16,2,19.74,6.2,434.28,Good,Low,Quality Re-inspection Required
BATCH-00095,2020-06-06,Afternoon,Lemon,Citrus,SUP-019,107.29,18.35,67.06,533.8,223.7,43.9,No,Zone-D,3.84,3.33,4,Packer-Z,2777.27,1309.72,7.41,6501.3,68.8,0,0,Fulfilled,92.71,2,17.3,16.12,519.0,Bad,Medium,Restore Cold Chain Immediately
BATCH-00096,2021-09-28,Morning,Onion,Root Vegetables,SUP-017,1053.82,,51.43,539.6,475.2,50.6,Yes,Zone-C,3.65,2.51,2,Packer-Z,1657.46,1943.95,3.32,1992.88,50.07,0,0,Fulfilled,69.58,3,107.07,10.16,2355.54,Good,Medium,Quality Re-inspection Required
BATCH-00097,2023-11-20,Afternoon,Potato,Root Vegetables,SUP-014,1207.94,18.19,47.5,1538.3,105.4,69.2,Yes,Zone-B,0.73,0.17,4,Packer-Z,2447.29,398.2,4.12,2404.2,53.2,0,0,Partial,86.85,2,162.35,13.44,2922.3,Good,Medium,Reduce Storage Temperature
BATCH-00098,2020-02-24,Afternoon,Lemon,Citrus,SUP-012,1200.03,16.23,73.16,,89.5,66.1,No,Zone-C,7.8,0.85,3,Conveyor-A,2441.07,363.24,3.99,3419.84,92.95,1,0,Fulfilled,,2,258.13,21.51,7743.9,Bad,High,Restore Cold Chain Immediately
BATCH-00099,2021-04-06,Morning,Potato,Root Vegetables,SUP-012,203.57,12.48,56.12,1379.1,120.9,37.0,Yes,Zone-D,3.64,0.1,4,Sorter-X,662.41,1491.76,8.77,4874.87,,1,0,Delayed,94.05,3,22.17,10.89,399.06,Good,Medium,Activate Backup Supplier
BATCH-00100,2021-04-03,Morning,Leafy Greens,Vegetables,SUP-011,696.68,14.05,55.96,696.0,275.9,84.5,Yes,Zone-A,3.61,0.84,5,Washer-1,2539.21,2710.59,2.12,6092.35,76.84,0,1,Fulfilled,74.9,0,105.62,15.16,1584.3,Bad,Medium,Reduce Storage Temperature
BATCH-00101,2022-07-13,Afternoon,Banana,Fruits,SUP-007,1048.48,7.87,,916.9,465.1,7.9,No,Zone-B,7.04,2.09,3,Conveyor-A,2659.07,1985.0,4.12,7012.12,89.97,0,0,Fulfilled,66.29,2,124.45,11.87,2489.0,Good,Medium,Restore Cold Chain Immediately
BATCH-00102,2020-06-03,Afternoon,Tomato,Vegetables,SUP-004,511.5,12.34,65.78,1185.9,286.9,56.9,Yes,Zone-C,2.9,1.46,1,Conveyor-B,3496.02,2040.73,8.93,4054.23,90.58,0,0,Fulfilled,81.65,1,50.84,9.94,1271.0,Good,Low,Monitor & Maintain
BATCH-00103,2022-07-06,Afternoon,Lemon,Citrus,SUP-019,1757.99,7.26,46.32,590.6,121.7,91.3,Yes,Zone-B,9.14,2.43,2,Washer-1,2824.04,557.25,0.65,2274.9,73.87,0,0,Partial,63.09,3,239.79,13.64,7193.7,Good,Medium,Prioritize Dispatch
BATCH-00104,2020-05-18,Night,Lemon,Citrus,SUP-001,265.51,9.24,60.29,,220.2,53.6,Yes,Zone-C,5.61,1.6,6,Sorter-X,4377.57,1414.58,9.5,2900.53,92.9,0,0,Fulfilled,89.79,0,24.77,9.33,743.1,Good,Low,Monitor & Maintain
BATCH-00105,2020-05-18,Afternoon,Leafy Greens,Vegetables,SUP-003,1026.03,15.76,71.3,1227.9,195.2,44.8,No,Zone-C,9.71,1.62,6,Sorter-X,2154.03,1262.29,9.04,3328.91,73.42,0,0,Fulfilled,86.3,3,175.96,17.15,2639.4,Bad,Medium,Restore Cold Chain Immediately
BATCH-00106,2022-11-29,Morning,Pineapple,Fruits,SUP-013,1413.69,6.39,59.79,1051.7,23.3,14.6,Yes,Zone-A,1.23,1.43,3,Conveyor-B,2343.73,2370.64,4.47,6227.23,83.75,1,0,Partial,90.01,2,83.55,5.91,3759.75,Good,Low,Activate Backup Supplier
BATCH-00107,2021-04-18,Morning,Orange,Fruits,SUP-015,597.33,17.1,46.21,1079.1,255.3,78.2,Yes,Zone-D,3.7,0.91,6,Washer-1,3071.67,499.69,6.7,5649.4,51.67,1,1,Fulfilled,74.06,0,110.74,18.54,3875.9,Bad,High,Reduce Storage Temperature
BATCH-00108,2023-11-28,Morning,Leafy Greens,Vegetables,SUP-002,1286.06,8.77,64.99,526.9,63.0,37.1,Yes,Zone-B,4.12,1.18,1,Packer-Z,1412.25,1663.65,9.92,2874.32,56.9,1,0,Fulfilled,79.53,1,110.47,8.59,1657.05,Good,Low,Activate Backup Supplier
BATCH-00109,2020-02-24,Afternoon,Strawberry,Berries,SUP-011,1675.83,11.58,49.77,923.1,421.1,67.9,Yes,Zone-D,7.44,0.24,1,Washer-1,2270.74,2742.92,5.77,6533.11,92.57,0,0,Fulfilled,59.52,3,195.23,11.65,15618.4,Good,Medium,Quality Re-inspection Required
BATCH-00110,2021-10-11,Afternoon,Orange,Fruits,SUP-004,461.64,18.96,72.86,503.9,274.5,20.6,Yes,Zone-C,2.52,3.6,3,Washer-1,3587.75,2688.13,1.42,6651.7,65.66,0,0,Delayed,85.26,1,254.9431279961039,9.07,1465.45,Good,Low,Reduce Storage Temperature
BATCH-00111,2020-06-14,Night,Tomato,Vegetables,SUP-019,1842.72,14.26,72.88,769.4,422.3,5.9,Yes,Zone-D,4.07,4.4,1,Sorter-X,,2571.78,8.61,6786.97,66.74,0,0,Delayed,76.42,3,168.79,9.16,4219.75,Good,Low,Reduce Storage Temperature
BATCH-00112,2021-05-28,Night,Orange,Fruits,SUP-017,1151.76,13.62,,1480.4,478.0,30.7,Yes,Zone-A,9.15,2.91,1,Conveyor-B,4579.77,1187.46,1.77,3257.77,83.15,0,0,Fulfilled,77.41,2,106.54,9.25,3728.9,Good,Low,Monitor & Maintain
BATCH-00113,2023-12-28,Morning,Pineapple,Fruits,SUP-003,668.54,14.81,58.08,1089.4,471.6,28.5,No,Zone-D,1.59,1.75,6,Washer-1,3268.85,2829.19,2.94,2436.97,,1,0,Fulfilled,92.27,3,119.27,17.84,5367.15,Bad,Medium,Restore Cold Chain Immediately
BATCH-00114,2023-07-21,Night,Orange,Fruits,SUP-018,918.63,18.53,63.62,1291.2,50.2,84.1,No,Zone-C,7.58,1.68,5,Conveyor-A,1191.95,2435.37,8.8,2263.99,54.11,1,0,Partial,88.98,1,202.83,22.08,7099.05,Bad,High,Restore Cold Chain Immediately
BATCH-00115,2020-03-11,Night,Tomato,Vegetables,SUP-008,693.16,6.47,69.76,1088.7,472.4,83.3,Yes,Zone-C,7.17,1.27,4,Conveyor-A,2693.5,2568.31,2.93,3984.51,88.29,0,0,Partial,78.55,3,74.17,10.7,1854.25,Good,Medium,Prioritize Dispatch
BATCH-00116,2022-04-02,Morning,Pineapple,Fruits,SUP-019,1477.71,13.04,58.32,633.1,397.9,52.2,No,Zone-A,1.74,0.53,6,Conveyor-B,3941.5,2803.83,7.58,4154.38,80.86,0,0,Fulfilled,70.62,2,214.71,14.53,9661.95,Good,Medium,Restore Cold Chain Immediately
BATCH-00117,2022-08-03,Afternoon,Onion,Root Vegetables,SUP-005,1612.97,9.21,57.95,1113.8,388.8,3.8,Yes,Zone-B,7.04,0.97,6,Packer-Z,3395.05,2817.3,4.75,6704.3,,0,0,Partial,74.64,2,59.52,3.69,1309.44,Good,Low,Monitor & Maintain
BATCH-00118,2020-11-01,Night,Lemon,Citrus,SUP-007,1682.58,2.21,89.24,1306.5,45.1,23.5,No,Zone-A,5.91,9.19,5,Washer-1,4483.69,796.19,7.72,3215.66,76.77,0,1,Partial,,3,260.13,15.46,7803.9,Bad,Medium,Restore Cold Chain Immediately
BATCH-00119,2020-07-30,Afternoon,Lemon,Citrus,SUP-008,1972.96,4.26,46.88,566.1,89.8,62.1,No,Zone-B,3.23,0.32,4,Washer-1,3874.92,470.29,2.71,5302.24,70.72,0,1,Cancelled,,0,331.85,16.82,9955.5,Bad,Medium,Restore Cold Chain Immediately
BATCH-00120,2023-08-13,Morning,Potato,Root Vegetables,SUP-005,1603.44,7.85,89.51,1380.3,487.6,11.5,Yes,Zone-C,3.46,1.56,1,Sorter-X,777.26,2103.54,4.49,6239.52,68.57,1,0,Partial,83.41,2,125.07,7.8,2251.26,Good,Low,Activate Backup Supplier
BATCH-00121,2023-11-15,Morning,Onion,Root Vegetables,SUP-017,1242.63,12.17,47.15,1066.5,106.7,67.9,Yes,Zone-D,8.41,4.03,4,Washer-1,1006.31,1733.32,3.52,3223.78,50.22,0,0,Fulfilled,85.43,3,138.93,11.18,3056.46,Good,Medium,Monitor & Maintain
BATCH-00122,2023-12-19,Night,Onion,Root Vegetables,SUP-005,744.52,17.87,57.98,405.1,84.5,3.1,Yes,Zone-C,2.69,1.21,5,Packer-Z,3423.87,1049.54,2.87,3212.08,51.99,1,0,Partial,97.73,2,82.42,11.07,1813.24,Good,Medium,Reduce Storage Temperature
BATCH-00123,2023-02-27,Morning,Orange,Fruits,SUP-004,1134.73,16.24,67.22,1023.7,181.2,66.2,Yes,Zone-A,5.37,1.86,2,Washer-1,1572.84,2084.9,3.49,5547.79,56.56,0,0,Fulfilled,75.05,2,160.79,14.17,5627.65,Good,Medium,Reduce Storage Temperature
BATCH-00124,2022-08-26,Morning,Lemon,Citrus,SUP-019,178.03,11.96,51.45,874.8,456.7,81.4,Yes,Zone-A,6.97,3.52,2,Washer-1,3145.26,279.79,3.57,5878.85,96.48,0,0,Fulfilled,98.88,2,18.48,10.38,554.4,Good,Medium,Prioritize Dispatch
BATCH-00125,2021-05-19,Morning,Tomato,Vegetables,SUP-002,1515.17,3.33,51.07,755.7,238.1,46.1,Yes,Zone-D,1.73,1.59,4,Sorter-X,4064.98,236.9,9.58,7236.22,94.03,0,0,Fulfilled,63.23,2,116.06,7.66,2901.5,Good,Low,Quality Re-inspection Required
BATCH-00126,2020-09-07,Night,Mango,Fruits,SUP-011,947.32,7.15,56.53,1325.5,460.3,79.9,No,Zone-A,9.36,,2,Conveyor-A,3096.19,1127.5,5.57,6598.16,74.86,1,0,Partial,83.89,2,191.74,20.24,11504.4,Bad,High,Restore Cold Chain Immediately
BATCH-00127,2020-04-25,Night,Mango,Fruits,SUP-013,138.04,8.6,88.81,1479.4,167.2,75.5,No,Zone-C,2.98,0.85,3,Conveyor-A,2369.7,662.16,4.89,6436.12,59.01,0,0,Fulfilled,98.77,2,16.63,12.05,997.8,Good,Medium,Restore Cold Chain Immediately
BATCH-00128,2022-10-09,Night,Pineapple,Fruits,SUP-015,218.76,13.19,62.11,,113.3,65.1,Yes,Zone-D,3.53,2.64,2,Packer-Z,3408.22,2183.81,5.28,5682.35,57.31,1,1,Delayed,83.17,0,40.45,18.49,1820.25,Bad,High,Activate Backup Supplier
BATCH-00129,2023-02-19,Morning,Lemon,Citrus,SUP-012,836.19,3.17,70.47,1416.1,247.6,43.8,Yes,Zone-B,6.83,0.08,4,Conveyor-B,1146.29,2849.26,9.96,2348.41,62.81,0,0,Partial,74.9,0,61.04,7.3,1831.2,Good,Low,Monitor & Maintain
BATCH-00130,2023-04-21,Afternoon,Lemon,Citrus,SUP-011,1208.5,11.54,76.69,1490.5,307.7,27.6,Yes,Zone-A,1.24,0.33,1,Conveyor-B,3754.44,2018.72,6.71,6361.69,,1,1,Fulfilled,77.67,2,142.97,11.83,4289.1,Good,Medium,Activate Backup Supplier
BATCH-00131,2023-08-27,Morning,Mango,Fruits,SUP-007,981.99,18.23,78.4,1495.2,195.7,82.9,No,Zone-B,6.46,2.03,5,Sorter-X,,1998.87,7.18,7094.22,76.07,0,0,Fulfilled,92.2,0,203.08,20.68,12184.8,Bad,High,Restore Cold Chain Immediately
BATCH-00132,2023-07-08,Night,Lemon,Citrus,SUP-005,1276.49,14.7,75.96,537.6,173.0,63.0,Yes,Zone-D,9.2,1.19,2,Washer-1,2814.82,119.13,3.48,3930.07,90.2,0,0,Fulfilled,96.32,2,103.14,8.08,3094.2,Good,Low,Reduce Storage Temperature
BATCH-00133,2023-12-30,Afternoon,Orange,Fruits,SUP-017,1012.56,16.35,60.16,947.7,109.0,77.0,Yes,Zone-A,2.87,3.52,4,Sorter-X,1754.66,1585.6,4.98,3482.38,75.34,0,0,Partial,74.97,2,154.72,15.28,5415.2,Bad,Medium,Reduce Storage Temperature
BATCH-00134,2020-12-22,Afternoon,Strawberry,Berries,SUP-020,1357.24,14.27,,400.3,137.5,53.9,Yes,Zone-D,3.94,0.84,5,Conveyor-A,4089.04,2469.59,2.25,4695.62,80.47,0,0,Fulfilled,88.98,3,165.45,12.19,13236.0,Good,Medium,Reduce Storage Temperature
BATCH-00135,2023-01-19,Night,Banana,Fruits,SUP-009,516.34,5.72,57.68,1007.8,336.6,18.2,Yes,Zone-A,2.71,2.92,3,Packer-Z,2797.48,1996.95,7.01,7217.01,80.51,0,1,Fulfilled,96.08,1,24.47,4.74,489.4,Good,Low,Monitor & Maintain
BATCH-00136,2022-05-06,Afternoon,Onion,Root Vegetables,SUP-014,314.4,3.99,54.46,1509.1,184.9,94.1,No,Zone-A,8.28,0.3,1,Conveyor-B,766.3,760.57,3.77,1955.34,51.57,0,0,Fulfilled,67.41,0,46.03,14.64,1012.66,Good,Medium,Restore Cold Chain Immediately
BATCH-00137,2021-01-16,Afternoon,Potato,Root Vegetables,SUP-012,1233.22,16.93,,638.9,39.9,19.2,Yes,Zone-A,2.09,5.32,6,Washer-1,4633.76,2560.58,7.61,5778.6,72.26,0,0,Partial,76.7,1,155.14,12.58,2792.52,Good,Medium,Reduce Storage Temperature
BATCH-00138,2023-12-04,Night,Pineapple,Fruits,SUP-006,1020.91,14.52,46.1,1167.7,69.1,87.7,No,Zone-D,3.79,1.08,5,Conveyor-B,3954.72,2896.69,2.53,6393.22,,0,1,Fulfilled,98.8,2,194.59,19.06,8756.55,Bad,High,Restore Cold Chain Immediately
BATCH-00139,2023-08-03,Afternoon,Strawberry,Berries,SUP-017,151.05,12.35,87.11,,186.2,21.6,Yes,Zone-D,6.21,0.53,6,Conveyor-A,3131.62,909.08,4.33,6242.63,74.45,0,0,Fulfilled,70.55,3,13.7,9.07,1096.0,Good,Low,Monitor & Maintain
BATCH-00140,2020-07-06,Afternoon,Mango,Fruits,SUP-019,822.92,5.41,86.45,592.4,462.3,37.1,No,Zone-C,4.34,3.11,5,Washer-1,2465.71,700.57,4.98,4952.96,71.77,1,0,Delayed,82.27,2,158.99,19.32,9539.4,Bad,High,Restore Cold Chain Immediately
BATCH-00141,2020-02-08,Night,Onion,Root Vegetables,SUP-019,301.64,12.86,47.27,686.2,189.5,43.4,Yes,Zone-C,1.12,5.91,4,Conveyor-A,4819.55,1081.73,2.08,7008.47,76.33,1,0,Delayed,83.91,2,41.35,13.71,909.7,Good,Medium,Expedite Processing
BATCH-00142,2022-10-01,Afternoon,Lemon,Citrus,SUP-016,1109.58,2.56,52.79,954.4,30.3,88.6,Yes,Zone-D,9.5,5.0,3,Conveyor-B,3987.59,283.16,1.16,2441.58,69.04,1,0,Fulfilled,,3,131.26,11.83,3937.8,Good,Medium,Prioritize Dispatch
BATCH-00143,2022-06-01,Afternoon,Potato,Root Vegetables,SUP-012,851.98,4.14,51.28,625.9,209.0,85.5,Yes,Zone-D,3.71,0.54,2,Conveyor-B,2907.47,2632.95,3.51,3084.32,75.77,0,0,Fulfilled,90.49,3,54.27,6.37,976.86,Good,Low,Prioritize Dispatch
BATCH-00144,2023-09-28,Afternoon,Lemon,Citrus,SUP-012,1264.99,7.61,57.66,1102.0,334.4,79.4,Yes,Zone-A,4.73,2.23,3,Conveyor-A,3439.19,2794.97,5.68,3443.42,56.77,0,0,Fulfilled,73.17,0,139.28,11.01,4178.4,Good,Medium,Prioritize Dispatch
BATCH-00145,2020-12-07,Afternoon,Tomato,Vegetables,SUP-020,1630.64,9.99,54.18,981.5,296.8,37.4,Yes,Zone-C,2.09,1.58,1,Washer-1,1763.38,1936.58,6.7,1710.42,98.4,0,0,Partial,77.01,3,108.27,6.64,2706.75,Good,Low,Monitor & Maintain
BATCH-00146,2020-05-03,Night,Tomato,Vegetables,SUP-006,669.37,4.17,,1023.0,139.4,2.4,Yes,Zone-C,8.72,2.58,6,Conveyor-A,1380.72,2316.57,4.54,3813.59,51.71,0,0,Fulfilled,,0,17.47,2.61,436.75,Good,Low,Monitor & Maintain
BATCH-00147,2021-01-13,Morning,Potato,Root Vegetables,SUP-004,1927.99,4.16,,561.4,344.0,66.1,No,Zone-D,3.27,1.33,2,Washer-1,1729.94,2039.09,5.25,2593.43,74.16,0,0,Fulfilled,73.06,0,304.43,15.79,5479.74,Bad,Medium,Restore Cold Chain Immediately
BATCH-00148,2020-01-28,Morning,Potato,Root Vegetables,SUP-006,1117.71,15.07,54.53,1020.7,315.3,40.6,Yes,Zone-C,0.69,1.27,6,Sorter-X,1819.11,1194.33,5.66,5870.08,60.5,0,0,Fulfilled,69.3,0,156.81,14.03,2822.58,Good,Medium,Reduce Storage Temperature
BATCH-00149,2020-02-22,Afternoon,Mango,Fruits,SUP-011,1274.75,,48.63,459.4,86.1,73.2,Yes,Zone-D,3.51,,3,Sorter-X,3828.82,1932.92,5.36,4070.88,52.92,0,0,Partial,79.04,1,154.5,12.12,9270.0,Good,Medium,Prioritize Dispatch
BATCH-00150,2023-08-28,Night,Potato,Root Vegetables,SUP-001,1393.28,11.61,89.12,1457.8,81.1,76.7,No,Zone-C,9.85,4.1,1,Washer-1,1130.27,2525.33,1.36,5752.91,82.59,0,0,Partial,70.26,1,261.94,18.8,4714.92,Bad,High,Restore Cold Chain Immediately
BATCH-00151,2021-05-28,Night,Orange,Fruits,SUP-015,1366.79,,86.33,811.9,273.6,43.3,Yes,Zone-B,1.9,3.1,5,Conveyor-A,3999.14,2448.73,4.35,3366.13,99.26,0,1,Delayed,74.1,0,137.09,10.03,4798.15,Good,Medium,Monitor & Maintain
BATCH-00152,2021-08-22,Afternoon,Lemon,Citrus,SUP-011,1070.84,19.58,77.25,1427.6,329.7,72.3,Yes,Zone-B,0.8,2.44,5,Washer-1,2855.28,335.07,2.44,2426.44,87.48,0,0,Fulfilled,59.77,0,184.83,17.26,5544.9,Bad,Medium,Reduce Storage Temperature
BATCH-00153,2020-01-27,Morning,Strawberry,Berries,SUP-019,914.65,2.9,,1242.0,481.0,81.0,No,Zone-C,5.99,2.27,6,Conveyor-B,2230.58,1441.54,5.57,2426.86,62.7,0,0,Delayed,92.17,1,152.29,16.65,12183.2,Bad,Medium,Restore Cold Chain Immediately
BATCH-00154,2021-01-29,Afternoon,Leafy Greens,Vegetables,SUP-018,202.19,5.25,53.56,,211.0,89.3,No,Zone-D,4.03,0.12,6,Conveyor-A,1851.78,1252.23,7.7,2840.96,,0,0,Delayed,73.12,0,30.15,14.91,452.25,Good,Medium,Restore Cold Chain Immediately
BATCH-00155,2023-03-20,Night,Potato,Root Vegetables,SUP-017,141.96,13.66,54.97,777.5,382.5,56.8,Yes,Zone-B,8.05,2.77,5,Washer-1,2809.4,2280.83,6.01,2329.4,52.49,0,0,Delayed,58.64,2,18.48,13.02,332.64,Good,Medium,Quality Re-inspection Required
BATCH-00156,2022-06-17,Night,Pineapple,Fruits,SUP-019,780.13,4.45,64.94,673.3,58.3,75.2,No,Zone-A,7.45,2.03,6,Conveyor-B,1928.83,1553.99,2.61,2941.38,76.58,0,1,Fulfilled,89.76,2,126.85,16.26,5708.25,Bad,Medium,Restore Cold Chain Immediately
BATCH-00157,2023-01-05,Morning,Tomato,Vegetables,SUP-014,733.96,12.61,79.57,888.1,444.8,48.5,Yes,Zone-D,2.26,0.72,5,Packer-Z,2432.53,1114.13,2.47,5024.19,54.97,1,0,Fulfilled,55.86,3,104.81,14.28,2620.25,Good,Medium,Activate Backup Supplier
BATCH-00158,2021-10-14,Night,Orange,Fruits,SUP-018,836.62,12.22,56.91,429.1,316.6,5.9,Yes,Zone-B,5.86,3.43,6,Conveyor-B,3825.57,2148.41,0.85,3149.31,89.73,0,0,Cancelled,81.37,0,60.99,7.29,2134.65,Good,Low,Monitor & Maintain
BATCH-00159,2021-03-28,Night,Onion,Root Vegetables,SUP-019,362.9,19.48,58.99,1502.5,314.5,16.6,Yes,Zone-A,0.81,3.57,2,Washer-1,3316.99,1473.38,4.55,3652.52,52.84,0,0,Cancelled,85.92,0,49.21,13.56,1082.62,Good,Medium,Reduce Storage Temperature
BATCH-00160,2021-12-05,Night,Leafy Greens,Vegetables,SUP-015,1502.52,17.9,72.0,864.4,71.2,14.1,Yes,Zone-B,4.68,5.38,6,Conveyor-A,3865.92,844.21,4.61,1966.38,,1,1,Fulfilled,63.41,2,246.56,16.41,3698.4,Bad,Medium,Reduce Storage Temperature
BATCH-00161,2021-04-16,Morning,Strawberry,Berries,SUP-015,1728.23,19.02,55.7,1586.3,19.8,18.1,Yes,Zone-B,7.28,1.08,5,Conveyor-A,3708.38,2682.21,2.75,6843.73,93.08,0,0,Fulfilled,,0,189.93,10.99,15194.4,Good,Medium,Reduce Storage Temperature
BATCH-00162,2023-05-09,Night,Leafy Greens,Vegetables,SUP-004,1883.56,4.04,71.29,1313.7,350.7,3.0,Yes,Zone-A,4.44,1.6,2,Sorter-X,4167.83,427.84,7.76,2462.72,97.13,0,0,Fulfilled,60.01,2,117.72,6.25,1765.8,Good,Low,Quality Re-inspection Required
BATCH-00163,2021-03-10,Afternoon,Potato,Root Vegetables,SUP-007,1035.49,17.63,,496.6,58.5,82.7,Yes,Zone-A,1.62,4.73,2,Washer-1,1407.6,152.45,4.17,3685.75,54.33,0,0,Fulfilled,98.71,2,143.93,13.9,2590.74,Good,Medium,Reduce Storage Temperature
BATCH-00164,2022-08-21,Morning,Mango,Fruits,SUP-013,1431.64,4.32,46.55,1192.2,63.5,54.7,Yes,Zone-C,1.08,0.76,3,Conveyor-B,4978.05,517.34,6.86,3864.77,63.95,0,0,Fulfilled,88.22,0,59.99,4.19,3599.4,Good,Low,Monitor & Maintain
BATCH-00165,2020-07-18,Afternoon,Tomato,Vegetables,SUP-003,1725.55,29.532229946891796,63.12,725.0,93.8,38.0,Yes,Zone-B,8.61,3.19,5,Conveyor-B,2640.97,574.57,6.58,6146.05,,0,1,Fulfilled,68.76,0,240.37,13.93,6009.25,Good,Medium,Quality Re-inspection Required
BATCH-00166,2022-09-29,Afternoon,Tomato,Vegetables,SUP-016,894.75,14.96,86.38,692.5,48.9,40.5,No,Zone-A,8.97,9.65,4,Washer-1,3732.05,1660.32,6.25,4469.38,76.98,0,0,Partial,69.76,2,181.99,20.34,4549.75,Bad,High,Restore Cold Chain Immediately
BATCH-00167,2023-08-26,Morning,Onion,Root Vegetables,SUP-009,687.88,4.9,,707.9,312.7,45.6,Yes,Zone-C,3.76,2.11,6,Conveyor-B,3549.88,1912.11,9.13,3884.98,97.46,0,0,Fulfilled,83.54,0,46.09,6.7,1013.98,Good,Low,Monitor & Maintain
BATCH-00168,2022-06-07,Afternoon,Mango,Fruits,SUP-008,1879.78,13.39,59.53,1499.3,211.0,8.9,No,Zone-A,2.06,8.23,5,Packer-Z,3047.68,1400.97,0.65,5703.03,69.46,0,0,Cancelled,75.14,0,313.92,16.7,18835.2,Bad,Medium,Restore Cold Chain Immediately
BATCH-00169,2022-03-28,Morning,Lemon,Citrus,SUP-020,1079.79,2.94,47.97,1000.0,133.0,27.8,No,Zone-C,9.8,1.45,4,Sorter-X,4981.17,692.1,1.15,5128.66,50.17,0,0,Fulfilled,66.94,1,102.04,9.45,3061.2,Good,Low,Restore Cold Chain Immediately
BATCH-00170,2023-11-04,Afternoon,Banana,Fruits,SUP-013,1044.78,7.28,72.68,1203.4,220.4,82.1,Yes,Zone-C,5.69,0.33,5,Conveyor-A,,483.35,7.36,2113.96,50.99,1,0,Fulfilled,57.51,1,166.96,15.98,3339.2,Bad,Medium,Prioritize Dispatch
BATCH-00171,2022-07-04,Morning,Orange,Fruits,SUP-017,438.99,18.58,83.22,737.1,422.1,71.9,No,Zone-A,5.03,0.39,2,Conveyor-B,,1527.24,3.86,3476.79,78.24,0,0,Delayed,89.49,2,94.34,21.49,3301.9,Bad,High,Restore Cold Chain Immediately
BATCH-00172,2021-01-13,Night,Tomato,Vegetables,SUP-017,305.49,5.09,60.88,1027.5,463.5,55.0,Yes,Zone-A,7.55,2.63,5,Packer-Z,1074.79,1739.9,9.87,7345.71,87.61,0,0,Partial,94.08,2,15.31,5.01,382.75,Good,Low,Monitor & Maintain
