route,season,quantity_kg,distance_km,vehicle_type,road_condition,packaging_type,temperature_c,humidity_pct,transit_hours,days_to_spoil,spoilage_loss_pct
Dambulla - Colombo,Wet,704,114,Open Truck,Moderate,Plastic Crate,29.6,88.7,3.5,2.6,24.99
Dambulla - Colombo,Dry,186,103,Covered Truck,Good,Plastic Crate,31.1,64.9,4.5,8.4,15.54
Dambulla - Colombo,Wet,558,113,Open Truck,Good,Cardboard Box,33.1,84.5,5,8.3,19.14
Dambulla - Colombo,Dry,91,87,Covered Truck,Moderate,Cardboard Box,29.9,80.8,4.1,1.5,22.83
Dambulla - Colombo,Wet,70,133,Three-Wheeler,Poor,Plastic Crate,30.2,88.2,4.2,4,22.78
Dambulla - Colombo,Wet,772,85,Refrigerated Van,Moderate,Cardboard Box,26.3,74.4,3,7,17.18
Dambulla - Colombo,Dry,575,86,Refrigerated Van,Good,Ventilated Box,29.6,76.9,3.6,14.2,8.12
Dambulla - Colombo,Dry,195,140,Open Truck,Poor,Sack,28,65.6,8.1,7.5,17.35
Dambulla - Colombo,Dry,750,116,Open Truck,Moderate,Plastic Crate,35.1,74,6.4,9.2,16.17
Dambulla - Colombo,Dry,159,86,Open Truck,Good,Sack,33.5,66.1,3.5,11.7,13.69
Dambulla - Colombo,Dry,676,111,Open Truck,Moderate,Cardboard Box,31.9,74.4,4.6,12,16.43
Dambulla - Colombo,Dry,123,100,Open Truck,Poor,Sack,33.5,62.5,5.8,10.3,16.54
Dambulla - Colombo,Wet,411,91,Refrigerated Van,Moderate,Sack,23.8,76.9,4.5,10.4,14.49
Dambulla - Colombo,Wet,763,137,Open Truck,Poor,Cardboard Box,28,78.9,6.3,4,19.85
Dambulla - Colombo,Wet,312,119,Three-Wheeler,Poor,Plastic Crate,29.2,73.4,4.6,9.3,15.63
Dambulla - Colombo,Wet,724,115,Covered Truck,Good,Plastic Crate,26.9,75.3,5.7,9.8,14.75
Dambulla - Colombo,Dry,393,113,Refrigerated Van,Moderate,Ventilated Box,31.9,61.8,4.8,12.7,9.74
Dambulla - Colombo,Wet,712,134,Covered Truck,Good,Sack,25.3,78.7,7.6,3.8,19.69
Dambulla - Colombo,Wet,690,90,Three-Wheeler,Moderate,Cardboard Box,29.1,82.1,5.5,10.6,15
Dambulla - Colombo,Dry,103,143,Open Truck,Moderate,Ventilated Box,29.5,70.8,5.9,4.1,20.02
Dambulla - Colombo,Wet,72,90,Open Truck,Good,Ventilated Box,27.9,82.7,3.4,10.9,14.51
