[2026-08-16T18:33:10.264731+00:00] ALERT for batch_id=8: Tomato batch #8: Medium risk (56.7/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 18.02/kg).
[2026-08-21T09:21:05.030642+00:00] ALERT for batch_id=54: Chili batch #54: High risk (90.7/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 41.47/kg).
[2026-08-21T09:21:05.221701+00:00] ALERT for batch_id=50: Potato batch #50: High risk (68.0/100). Recommended: Talegaon Cold Chain Storage (56.7 km, Rs 13.21/kg).
[2026-08-21T09:21:05.692955+00:00] ALERT for batch_id=53: Tomato batch #53: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T09:21:06.803585+00:00] ALERT for batch_id=51: Tomato batch #51: Low risk (25.6/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T09:21:06.864964+00:00] ALERT for batch_id=52: Tomato batch #52: Low risk (20.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:21:09.243645+00:00] ALERT for batch_id=49: Chili batch #49: Low risk (31.3/100). Recommended: Nashik Cold Storage Hub (22.8 km, Rs 41.47/kg).
[2026-08-21T09:21:09.494304+00:00] ALERT for batch_id=48: Onion batch #48: Medium risk (34.7/100). Recommended: Nagpur MIDC Cold Storage (31.0 km, Rs 17.75/kg).
[2026-08-21T09:21:09.537405+00:00] ALERT for batch_id=47: Mango batch #47: High risk (74.1/100). Recommended: Nashik Cold Storage Hub (223.1 km, Rs 33.93/kg).
[2026-08-21T09:21:09.823768+00:00] ALERT for batch_id=46: Tomato batch #46: Low risk (25.6/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T09:21:10.619271+00:00] ALERT for batch_id=45: Tomato batch #45: Low risk (20.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:21:40.202516+00:00] ALERT for batch_id=55: Mango batch #55: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:22:12.665519+00:00] ALERT for batch_id=56: Mango batch #56: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:22:35.938230+00:00] ALERT for batch_id=55: Mango batch #55: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:22:36.426126+00:00] ALERT for batch_id=52: Tomato batch #52: Low risk (20.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:22:36.430592+00:00] ALERT for batch_id=54: Chili batch #54: High risk (90.7/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 41.47/kg).
[2026-08-21T09:22:36.435617+00:00] ALERT for batch_id=53: Tomato batch #53: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T09:22:36.574254+00:00] ALERT for batch_id=51: Tomato batch #51: Low risk (25.6/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T09:22:40.049030+00:00] ALERT for batch_id=50: Potato batch #50: High risk (68.0/100). Recommended: Talegaon Cold Chain Storage (56.7 km, Rs 13.21/kg).
[2026-08-21T09:22:41.001742+00:00] ALERT for batch_id=48: Onion batch #48: Medium risk (34.7/100). Recommended: Nagpur MIDC Cold Storage (31.0 km, Rs 17.75/kg).
[2026-08-21T09:22:41.011264+00:00] ALERT for batch_id=49: Chili batch #49: Low risk (31.3/100). Recommended: Nashik Cold Storage Hub (22.8 km, Rs 41.47/kg).
[2026-08-21T09:22:41.113186+00:00] ALERT for batch_id=47: Mango batch #47: High risk (74.1/100). Recommended: Nashik Cold Storage Hub (223.1 km, Rs 33.93/kg).
[2026-08-21T09:22:41.625488+00:00] ALERT for batch_id=56: Mango batch #56: High risk (92.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:22:43.327538+00:00] ALERT for batch_id=55: Mango batch #55: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:22:45.190362+00:00] ALERT for batch_id=53: Tomato batch #53: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T09:22:49.160460+00:00] ALERT for batch_id=48: Onion batch #48: Medium risk (34.7/100). Recommended: Nagpur MIDC Cold Storage (31.0 km, Rs 17.75/kg).
[2026-08-21T09:22:49.520267+00:00] ALERT for batch_id=52: Tomato batch #52: Low risk (20.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:22:50.674354+00:00] ALERT for batch_id=54: Chili batch #54: High risk (87.4/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 41.47/kg).
[2026-08-21T09:22:50.935176+00:00] ALERT for batch_id=51: Tomato batch #51: Low risk (25.6/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T09:22:53.436060+00:00] ALERT for batch_id=50: Potato batch #50: Medium risk (66.7/100). Recommended: Talegaon Cold Chain Storage (56.7 km, Rs 13.21/kg).
[2026-08-21T09:22:59.174707+00:00] ALERT for batch_id=49: Chili batch #49: Low risk (31.3/100). Recommended: Nashik Cold Storage Hub (22.8 km, Rs 41.47/kg).
[2026-08-21T09:22:59.393173+00:00] ALERT for batch_id=47: Mango batch #47: High risk (74.1/100). Recommended: Nashik Cold Storage Hub (223.1 km, Rs 33.93/kg).
[2026-08-21T09:22:59.478864+00:00] ALERT for batch_id=56: Mango batch #56: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:23:00.902536+00:00] ALERT for batch_id=57: Mango batch #57: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:23:55.995520+00:00] ALERT for batch_id=54: Chili batch #54: High risk (90.7/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 41.47/kg).
[2026-08-21T09:23:56.081890+00:00] ALERT for batch_id=52: Tomato batch #52: Low risk (20.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:23:56.124055+00:00] ALERT for batch_id=56: Mango batch #56: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:24:10.199395+00:00] ALERT for batch_id=52: Tomato batch #52: Low risk (20.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:24:10.203231+00:00] ALERT for batch_id=56: Mango batch #56: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:24:10.351148+00:00] ALERT for batch_id=49: Chili batch #49: Low risk (31.3/100). Recommended: Nashik Cold Storage Hub (22.8 km, Rs 41.47/kg).
g).
[2026-08-21T09:24:12.241352+00:00] ALERT for batch_id=57: Mango batch #57: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:24:13.390053+00:00] ALERT for batch_id=54: Chili batch #54: High risk (87.4/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 41.47/kg).
[2026-08-21T09:24:14.445624+00:00] ALERT for batch_id=55: Mango batch #55: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:24:14.556394+00:00] ALERT for batch_id=48: Onion batch #48: Medium risk (34.7/100). Recommended: Nagpur MIDC Cold Storage (31.0 km, Rs 17.75/kg).
[2026-08-21T09:24:14.583210+00:00] ALERT for batch_id=50: Potato batch #50: High risk (68.0/100). Recommended: Talegaon Cold Chain Storage (56.7 km, Rs 13.21/kg).
[2026-08-21T09:24:14.857221+00:00] ALERT for batch_id=51: Tomato batch #51: Low risk (25.6/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T09:25:49.784972+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (20.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:26:46.749608+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (10.2/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-21T09:27:22.033298+00:00] ALERT for batch_id=58: Mango batch #58: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:27:22.286865+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (20.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:27:22.358759+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (10.2/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-21T09:27:22.399880+00:00] ALERT for batch_id=57: Mango batch #57: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:27:22.483952+00:00] ALERT for batch_id=56: Mango batch #56: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:27:22.556618+00:00] ALERT for batch_id=55: Mango batch #55: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:27:26.237954+00:00] ALERT for batch_id=54: Chili batch #54: High risk (90.7/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 41.47/kg).
[2026-08-21T09:27:26.698642+00:00] ALERT for batch_id=53: Tomato batch #53: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T09:27:26.881206+00:00] ALERT for batch_id=52: Tomato batch #52: Low risk (20.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:27:28.051623+00:00] ALERT for batch_id=58: Mango batch #58: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:27:28.055589+00:00] ALERT for batch_id=51: Tomato batch #51: Low risk (25.6/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T09:27:30.101164+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (20.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:27:30.407955+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (10.2/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-21T09:27:31.615993+00:00] ALERT for batch_id=57: Mango batch #57: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:27:31.697687+00:00] ALERT for batch_id=56: Mango batch #56: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:27:32.372035+00:00] ALERT for batch_id=55: Mango batch #55: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:27:34.550935+00:00] ALERT for batch_id=54: Chili batch #54: High risk (90.7/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 41.47/kg).
[2026-08-21T09:27:34.669319+00:00] ALERT for batch_id=52: Tomato batch #52: Low risk (20.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:27:35.754829+00:00] ALERT for batch_id=51: Tomato batch #51: Low risk (25.6/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T09:27:36.455161+00:00] ALERT for batch_id=61: Mango batch #61: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:27:40.314523+00:00] ALERT for batch_id=53: Tomato batch #53: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T09:27:49.269612+00:00] ALERT for batch_id=56: Mango batch #56: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:27:52.750422+00:00] ALERT for batch_id=55: Mango batch #55: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:27:54.632050+00:00] ALERT for batch_id=57: Mango batch #57: High risk (92.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:27:54.710113+00:00] ALERT for batch_id=58: Mango batch #58: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:27:54.772455+00:00] ALERT for batch_id=61: Mango batch #61: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:27:54.822349+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (10.2/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-21T09:27:58.993109+00:00] ALERT for batch_id=56: Mango batch #56: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:28:00.253129+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (27.4/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:28:02.100407+00:00] ALERT for batch_id=54: Chili batch #54: High risk (87.4/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 41.47/kg).
[2026-08-21T09:28:02.544072+00:00] ALERT for batch_id=57: Mango batch #57: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:28:03.962252+00:00] ALERT for batch_id=53: Tomato batch #53: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T09:28:04.017871+00:00] ALERT for batch_id=58: Mango batch #58: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:28:04.306057+00:00] ALERT for batch_id=52: Tomato batch #52: Low risk (27.4/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:28:06.524179+00:00] ALERT for batch_id=55: Mango batch #55: High risk (92.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:28:06.589859+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (10.2/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-21T09:28:07.993060+00:00] ALERT for batch_id=62: Mango batch #62: High risk (94.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:28:12.001091+00:00] ALERT for batch_id=52: Tomato batch #52: Low risk (20.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:28:15.817752+00:00] ALERT for batch_id=54: Chili batch #54: High risk (87.4/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 41.47/kg).
[2026-08-21T09:28:16.005177+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (20.2/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:28:16.873493+00:00] ALERT for batch_id=61: Mango batch #61: High risk (92.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:28:17.400677+00:00] ALERT for batch_id=53: Tomato batch #53: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T09:36:27.331479+00:00] ALERT for batch_id=62: Mango batch #62: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:36:27.556058+00:00] ALERT for batch_id=61: Mango batch #61: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:36:27.636387+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (19.4/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:36:27.668881+00:00] ALERT for batch_id=58: Mango batch #58: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:36:27.828973+00:00] ALERT for batch_id=57: Mango batch #57: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:36:27.832830+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (8.5/100). Recommended: Nashik APMC Mandi (24.0 km, Rs 19.77/kg).
[2026-08-21T09:36:31.611974+00:00] ALERT for batch_id=55: Mango batch #55: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:36:32.086887+00:00] ALERT for batch_id=53: Tomato batch #53: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T09:36:32.193403+00:00] ALERT for batch_id=56: Mango batch #56: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:36:32.242675+00:00] ALERT for batch_id=54: Chili batch #54: High risk (90.4/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 41.47/kg).
[2026-08-21T09:36:32.254088+00:00] ALERT for batch_id=62: Mango batch #62: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:36:34.276928+00:00] ALERT for batch_id=61: Mango batch #61: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:36:35.324109+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (19.4/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:36:36.400336+00:00] ALERT for batch_id=58: Mango batch #58: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:36:36.426412+00:00] ALERT for batch_id=57: Mango batch #57: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:36:36.478357+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (8.5/100). Recommended: Nashik APMC Mandi (24.0 km, Rs 19.77/kg).
[2026-08-21T09:36:38.354626+00:00] ALERT for batch_id=55: Mango batch #55: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:36:39.034614+00:00] ALERT for batch_id=53: Tomato batch #53: Low risk (0.0/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-21T09:36:39.313518+00:00] ALERT for batch_id=56: Mango batch #56: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:36:40.583417+00:00] ALERT for batch_id=63: Mango batch #63: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:36:40.633134+00:00] ALERT for batch_id=54: Chili batch #54: High risk (90.4/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 41.47/kg).
[2026-08-21T09:37:00.046438+00:00] ALERT for batch_id=63: Mango batch #63: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:37:00.366898+00:00] ALERT for batch_id=62: Mango batch #62: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:37:00.484499+00:00] ALERT for batch_id=61: Mango batch #61: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:37:00.527837+00:00] ALERT for batch_id=58: Mango batch #58: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:37:00.542917+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (8.5/100). Recommended: Nashik APMC Mandi (24.0 km, Rs 19.77/kg).
[2026-08-21T09:37:00.653891+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (19.4/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:37:03.833300+00:00] ALERT for batch_id=56: Mango batch #56: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:37:04.128492+00:00] ALERT for batch_id=55: Mango batch #55: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:37:04.214708+00:00] ALERT for batch_id=54: Chili batch #54: High risk (90.4/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 41.47/kg).
[2026-08-21T09:37:04.275278+00:00] ALERT for batch_id=63: Mango batch #63: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:37:06.222519+00:00] ALERT for batch_id=62: Mango batch #62: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:37:07.633069+00:00] ALERT for batch_id=61: Mango batch #61: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:37:08.011912+00:00] ALERT for batch_id=59: Tomato batch #59: Low risk (19.4/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-21T09:37:08.071018+00:00] ALERT for batch_id=58: Mango batch #58: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:37:08.088053+00:00] ALERT for batch_id=60: Onion batch #60: Low risk (8.5/100). Recommended: Nashik APMC Mandi (24.0 km, Rs 19.77/kg).
[2026-08-21T09:37:08.398072+00:00] ALERT for batch_id=57: Mango batch #57: High risk (92.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:37:10.842758+00:00] ALERT for batch_id=54: Chili batch #54: High risk (90.4/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 41.47/kg).
[2026-08-21T09:37:10.852951+00:00] ALERT for batch_id=55: Mango batch #55: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-21T09:37:10.899195+00:00] ALERT for batch_id=57: Mango batch #57: High risk (92.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
